latitude,longitude
24.8245336,121.0885635
24.8249173,121.0878754
24.7936136,121.1760634
24.7933607,121.1770273
24.7173254,121.1532902
24.7174875,121.1536121
24.7176836,121.1540788
24.7179516,121.154634
24.718417,121.1556398
24.7186307,121.1560553
24.7187191,121.1561843
24.7187532,121.15622
24.7188397,121.1563104
24.7190185,121.1564268
24.7191656,121.1564993
24.719383,121.1566201
24.7199166,121.1568857
24.7205601,121.1572532
24.721169,121.1576656
24.721497,121.1578142
24.7218488,121.1578727
24.7220547,121.157898
24.7228455,121.1579655
24.7230748,121.1579498
24.7233352,121.1578961
24.7237225,121.1576943
24.7241717,121.1574339
24.7253274,121.1568144
24.7255336,121.1567422
24.7257614,121.1567271
24.7260318,121.1567477
24.7665874,121.0812473
24.7684227,121.0828787
24.7694112,121.0837736
24.758607,121.0709556
24.7581359,121.0697864
24.7579489,121.0692988
24.757502,121.0678262
24.7573096,121.0670886
24.7571147,121.0660158
24.7569783,121.0651682
24.7569053,121.0644333
24.7568566,121.0628212
24.7569045,121.0614515
24.7174205,121.1532312
24.7173254,121.1532902
24.7174205,121.1532312
24.7173194,121.1529657
24.717267,121.1527216
24.7172532,121.1518691
24.7172394,121.1512654
24.7172219,121.1505611
24.717217,121.150093
24.7172224,121.1499959
24.7172353,121.1497617
24.7172847,121.1494886
24.7175338,121.1486902
24.7177726,121.1479553
24.7178786,121.147608
24.7178901,121.1475386
24.7179163,121.14738
24.7179358,121.147042
24.7179267,121.1467552
24.7179254,121.1467154
24.7179181,121.1466256
24.7179084,121.1465733
24.7178426,121.146407
24.7175843,121.1459805
24.7175088,121.1458142
24.7174522,121.1454729
24.7174162,121.1452161
24.7173723,121.1450578
24.7172676,121.1448862
24.7169118,121.1444154
24.7168388,121.144288
24.7167949,121.1441432
24.7261246,121.1294868
24.7260746,121.1295793
24.7255926,121.1306262
24.7255236,121.1307762
24.7254643,121.130905
24.7252621,121.1313442
24.725093,121.1317229
24.7248113,121.1323371
24.7246078,121.1327649
24.7245396,121.1328869
24.7243009,121.1332652
24.7239904,121.1336844
24.7238216,121.1338619
24.7236089,121.1340855
24.7231658,121.1345774
24.722286,121.1354685
24.7217837,121.1360062
24.7213918,121.1364258
24.7212274,121.1365992
24.721041,121.1367959
24.7203554,121.1375281
24.7189997,121.1389757
24.7188884,121.1390946
24.7222178,121.096409
24.7228365,121.097814
24.7268735,121.0935636
24.726849,121.0935783
24.7266399,121.0937037
24.7265327,121.093768
24.72622,121.0939556
24.7253847,121.0944567
24.72462,121.0949368
24.7238283,121.0954266
24.7227021,121.0961136
24.7222178,121.096409
24.7417223,121.0851
24.7421232,121.0857042
24.7422746,121.0859175
24.7424688,121.086191
24.7426478,121.0864431
24.7427939,121.0866531
24.7428792,121.0867757
24.7430595,121.0870278
24.7434195,121.0875273
24.7261246,121.1294868
24.7261839,121.1295549
24.7924959,121.1790218
24.7921594,121.1787105
24.7920871,121.1786628
24.7919613,121.1785842
24.7918839,121.1785358
24.7914004,121.1782336
24.8161674,121.2003113
24.8150458,121.2003645
24.8028164,121.1896807
24.8026548,121.1895131
24.8023677,121.1891912
24.8021184,121.1890206
24.8020168,121.1889662
24.8018837,121.1889092
24.801816,121.1888747
24.7805295,121.1787432
24.7811555,121.1794387
24.781385,121.1796861
24.7814717,121.1797796
24.7817961,121.180095
24.7829578,121.1811767
24.7829961,121.181211
24.7834211,121.1816196
24.7838479,121.182016
24.7841148,121.1822558
24.7806501,121.1786842
24.7796378,121.1775853
24.7792597,121.1772532
24.7788962,121.1770355
24.7788232,121.1770067
24.7785242,121.1768886
24.7784606,121.1768739
24.7782247,121.1768193
24.7779193,121.1767895
24.777835,121.1767749
24.777457,121.1767095
24.7770588,121.1765609
24.7770112,121.1765445
24.7766262,121.1764117
24.7762825,121.1762931
24.7758415,121.1762043
24.810455,121.1976619
24.8103485,121.1975761
24.8092444,121.1968586
24.8091137,121.1967663
24.8089255,121.1966333
24.8085164,121.1963946
24.8079285,121.1960955
24.8073283,121.1958286
24.8067421,121.1955529
24.8064828,121.1954188
24.8062759,121.1952887
24.8060847,121.195113
24.8058583,121.1948488
24.8054335,121.1942775
24.8053606,121.1941686
24.8049355,121.1935342
24.8048503,121.1934071
24.8044425,121.1928653
24.8042438,121.1925777
24.8042136,121.192534
24.8040797,121.1923007
24.8038533,121.1918541
24.8037206,121.1915562
24.8033135,121.1906426
24.8032665,121.1905371
24.8030433,121.1900626
24.8132849,121.2004239
24.8128819,121.2004434
24.8121369,121.200438
24.8113906,121.2004393
24.8104118,121.2003803
24.8097582,121.2003079
24.809248,121.2002449
24.8084282,121.2001148
24.8077112,121.1999539
24.806691,121.1996481
24.8062028,121.1994737
24.8056976,121.1992551
24.8051023,121.1989869
24.8040115,121.1983874
24.8030023,121.1977544
24.8021209,121.1970504
24.8016437,121.1966091
24.8010467,121.1959776
24.8003426,121.1952169
24.7998732,121.1946
24.7994287,121.1939907
24.7989941,121.1933161
24.7986427,121.1927074
24.798356,121.1921736
24.7981328,121.19171
24.7977193,121.1907153
24.7976161,121.1904374
24.7974442,121.1900193
24.7971263,121.1888634
24.7969179,121.1879343
24.7967812,121.1872246
24.7966957,121.1865673
24.7966097,121.1853495
24.7965839,121.1839489
24.7966944,121.1824996
24.7965237,121.1826023
24.7964114,121.1839447
24.7964265,121.1853743
24.7965382,121.1865973
24.7966323,121.1872763
24.7967662,121.187968
24.796861,121.188438
24.7969729,121.1889064
24.7972972,121.1900646
24.7977027,121.19104
24.7980162,121.1917579
24.7982474,121.192241
24.7984789,121.1927483
24.7988815,121.1933857
24.799208,121.1938936
24.7997689,121.1947346
24.8002458,121.1953446
24.8009343,121.1960862
24.8015301,121.1966894
24.8021027,121.197214
24.8028331,121.1978189
24.8031984,121.1980321
24.8039543,121.1985041
24.8045837,121.1988729
24.8050183,121.1990888
24.8054919,121.1993142
24.8062442,121.199632
24.8066722,121.1998063
24.8074701,121.200041
24.8082785,121.2002355
24.8091409,121.200383
24.8097259,121.2004474
24.810326,121.2005104
24.8111501,121.200556
24.812076,121.2005909
24.8127188,121.2005909
24.8133396,121.2005748
24.8143718,121.2005238
24.8150622,121.2004883
24.8158582,121.2004537
24.816613,121.2004131
24.7525843,121.1718742
24.752778,121.1720368
24.7529758,121.1721612
24.7530576,121.1721993
24.7532584,121.1722927
24.753561,121.1724026
24.7538545,121.1724643
24.7543246,121.1725059
24.7555416,121.1725696
24.7560422,121.1725958
24.7563986,121.1726145
24.7570027,121.1726614
24.7572122,121.1726507
24.7573186,121.1726281
24.7574496,121.1725689
24.7576287,121.1724482
24.7577711,121.1723248
24.7579526,121.172176
24.7581225,121.1720398
24.7582997,121.1719091
24.7584141,121.1718393
24.7585518,121.171783
24.7415143,121.085082
24.7413706,121.0851115
24.7412042,121.0851662
24.7408997,121.0852663
24.7407658,121.0853125
24.7406962,121.0853326
24.7406098,121.0853575
24.7404125,121.0854192
24.740244,121.0854987
24.7402079,121.0855157
24.7401031,121.085564
24.7399716,121.0856552
24.7399365,121.0856828
24.7398352,121.0857625
24.7397061,121.0858667
24.7396257,121.0859315
24.9027464,120.9726517
24.9028304,120.9726316
24.7574569,120.9873918
24.7572743,120.9879349
24.7571293,120.9883292
24.757272,120.9882975
24.7575974,120.9874332
24.7579565,120.9863121
24.758224,120.9851352
24.7584033,120.9840692
24.7585209,120.9828275
24.7525663,120.9841345
24.7536081,120.9849329
24.7541701,120.9853882
24.827106,121.0679841
24.8270385,121.0678529
24.8267851,121.0673789
24.8307396,121.0363823
24.8305989,121.0363175
24.830481,121.0362809
24.8304249,121.0362635
24.8301492,121.0361249
24.8298694,121.0359385
